book_theater_id,show_date,audience_count
book_00150,2023-08-21,128
book_00150,2023-08-22,14
book_00150,2023-08-24,62
book_00150,2023-08-25,72
book_00150,2023-08-26,38
book_00150,2023-08-27,90
book_00150,2023-08-28,104
book_00150,2023-08-29,68
book_00150,2023-08-31,64
book_00150,2023-09-01,58
book_00150,2023-09-02,74
book_00150,2023-09-03,104
book_00150,2023-09-04,120
book_00150,2023-09-05,72
book_00150,2023-09-07,68
book_00150,2023-09-08,52
book_00150,2023-09-09,76
book_00150,2023-09-10,88
book_00150,2023-09-11,128
book_00150,2023-09-12,68
book_00150,2023-09-14,66
book_00150,2023-09-15,56
book_00150,2023-09-16,58
book_00150,2023-09-17,110
book_00150,2023-09-18,96
book_00150,2023-09-19,80
book_00150,2023-09-21,70
book_00150,2023-09-22,66
book_00150,2023-09-23,52
book_00150,2023-09-24,98
book_00150,2023-09-25,108
book_00150,2023-09-26,70
book_00150,2023-09-28,64
book_00150,2023-09-29,70
book_00150,2023-09-30,76
book_00150,2023-10-01,92
book_00150,2023-10-02,108
book_00150,2023-10-03,64
book_00150,2023-10-05,58
book_00150,2023-10-06,60
book_00150,2023-10-07,70
book_00150,2023-10-08,96
book_00150,2023-10-09,136
book_00150,2023-10-10,110
book_00150,2023-10-12,80
book_00150,2023-10-13,68
book_00150,2023-10-14,80
book_00150,2023-10-15,126
book_00150,2023-10-16,134
book_00150,2023-10-19,84
book_00150,2023-10-20,66
book_00150,2023-10-21,88
book_00150,2023-10-22,98
book_00150,2023-10-23,162
book_00150,2023-10-24,42
book_00150,2023-10-26,80
book_00150,2023-10-27,84
book_00150,2023-10-28,38
book_00150,2023-10-29,96
book_00150,2023-10-30,134
book_00150,2023-10-31,68
book_00150,2023-11-02,60
book_00150,2023-11-03,128
book_00150,2023-11-04,54
book_00150,2023-11-05,98
book_00150,2023-11-06,142
book_00150,2023-11-07,66
book_00150,2023-11-09,44
book_00150,2023-11-10,52
book_00150,2023-11-11,32
book_00150,2023-11-12,134
book_00150,2023-11-13,96
book_00150,2023-11-14,36
book_00150,2023-11-16,70
book_00150,2023-11-17,90
book_00150,2023-11-18,76
book_00150,2023-11-19,64
book_00150,2023-11-20,118
book_00150,2023-11-21,58
book_00150,2023-11-23,112
book_00150,2023-11-24,52
book_00150,2023-11-25,60
book_00150,2023-11-26,142
book_00150,2023-11-27,106
book_00150,2023-11-28,64
book_00150,2023-11-30,62
book_00150,2023-12-01,50
book_00150,2023-12-02,40
book_00150,2023-12-03,126
book_00150,2023-12-04,126
book_00150,2023-12-05,68
book_00150,2023-12-07,66
book_00150,2023-12-08,62
book_00150,2023-12-09,66
book_00150,2023-12-10,90
book_00150,2023-12-11,112
book_00150,2023-12-12,94
book_00150,2023-12-14,46
book_00150,2023-12-15,62
book_00150,2023-12-16,62
book_00150,2023-12-17,98
book_00150,2023-12-18,106
book_00150,2023-12-19,64
book_00150,2023-12-21,86
book_00150,2023-12-22,48
book_00150,2023-12-23,94
book_00150,2023-12-24,130
book_00150,2023-12-25,72
book_00150,2023-12-27,122
book_00150,2023-12-28,88
book_00150,2023-12-29,106
book_00150,2024-01-04,112
book_00150,2024-01-05,56
book_00150,2024-01-06,52
book_00150,2024-01-07,118
book_00150,2024-01-08,78
book_00150,2024-01-09,124
book_00150,2024-01-11,48
book_00150,2024-01-12,50
book_00150,2024-01-13,60
book_00150,2024-01-14,102
book_00150,2024-01-15,102
book_00150,2024-01-16,62
book_00150,2024-01-18,88
book_00150,2024-01-19,66
book_00150,2024-01-20,46
book_00150,2024-01-21,122
book_00150,2024-01-22,124
book_00150,2024-01-23,66
book_00150,2024-01-25,92
book_00150,2024-01-26,46
book_00150,2024-01-27,86
book_00150,2024-01-28,146
book_00150,2024-01-29,120
book_00150,2024-01-30,66
book_00150,2024-02-01,48
book_00150,2024-02-02,70
book_00150,2024-02-03,70
book_00150,2024-02-04,196
book_00150,2024-02-05,130
book_00150,2024-02-06,70
book_00150,2024-02-08,54
book_00150,2024-02-09,60
book_00150,2024-02-10,72
book_00150,2024-02-11,104
book_00150,2024-02-12,132
book_00150,2024-02-13,82
book_00150,2024-02-15,70
book_00150,2024-02-16,64
book_00150,2024-02-17,66
book_00150,2024-02-18,94
book_00150,2024-02-19,146
book_00150,2024-02-20,46
book_00150,2024-02-22,84
book_00150,2024-02-23,68
book_00150,2024-02-24,64
book_00150,2024-02-25,120
book_00150,2024-02-26,114
book_00150,2024-02-27,64
book_00151,2023-01-01,16
book_00151,2023-01-02,188
book_00151,2023-01-03,138
book_00151,2023-01-04,48
book_00151,2023-01-05,10
book_00151,2023-01-06,8
book_00151,2023-01-07,60
book_00151,2023-01-08,44
book_00151,2023-01-09,142
book_00151,2023-01-10,144
book_00151,2023-01-11,50
book_00151,2023-01-12,32
book_00151,2023-01-13,22
book_00151,2023-01-14,8
book_00151,2023-01-15,54
book_00151,2023-01-16,94
book_00151,2023-01-17,24
book_00151,2023-01-18,4
book_00151,2023-01-19,4
book_00151,2023-01-20,78
book_00151,2023-01-21,4
book_00151,2023-01-22,6
book_00151,2023-01-23,214
book_00151,2023-01-24,4
book_00151,2023-01-25,74
book_00151,2023-01-26,4
book_00151,2023-01-27,8
book_00151,2023-01-28,54
book_00151,2023-01-29,12
book_00151,2023-01-30,96
book_00151,2023-01-31,74
book_00151,2023-02-01,62
book_00151,2023-02-04,60
book_00151,2023-02-05,40
book_00151,2023-02-06,40
book_00151,2023-02-07,80
book_00151,2023-02-08,14
book_00151,2023-02-09,20
book_00151,2023-02-10,50
book_00151,2023-02-11,36
book_00151,2023-02-12,12
book_00151,2023-02-13,86
book_00151,2023-02-14,56
book_00151,2023-02-15,48
book_00151,2023-02-17,16
book_00151,2023-02-19,16
book_00151,2023-02-20,86
book_00151,2023-02-21,98
book_00151,2023-02-22,24
book_00151,2023-02-23,36
book_00151,2023-02-24,4
book_00151,2023-02-25,8
book_00151,2023-02-26,82
book_00151,2023-02-27,56
book_00151,2023-02-28,84
book_00151,2023-03-02,44
book_00151,2023-03-04,46
book_00151,2023-03-05,96
book_00151,2023-03-06,26
book_00151,2023-03-08,10
book_00151,2023-03-09,4
book_00151,2023-03-10,40
book_00151,2023-03-11,104
book_00151,2023-03-12,124
book_00151,2023-03-13,54
book_00151,2023-03-14,2
book_00151,2023-03-15,38
book_00151,2023-03-16,32
book_00151,2023-03-17,74
book_00151,2023-03-18,86
book_00151,2023-03-19,146
book_00151,2023-03-20,44
book_00151,2023-03-21,34
book_00151,2023-03-22,68
book_00151,2023-03-23,4
book_00151,2023-03-24,18
book_00151,2023-03-25,124
book_00151,2023-03-26,164
book_00151,2023-03-27,70
book_00151,2023-03-28,8
book_00151,2023-03-29,44
book_00151,2023-03-30,54
book_00151,2023-03-31,14
book_00151,2023-04-01,28
book_00151,2023-04-02,22
book_00151,2023-04-03,16
book_00151,2023-04-04,4
book_00151,2023-04-05,16
book_00151,2023-04-06,2
book_00151,2023-04-07,4
book_00151,2023-04-08,36
book_00151,2023-04-09,42
book_00151,2023-04-10,54
book_00151,2023-04-11,24
book_00151,2023-04-13,80
book_00151,2023-04-14,2
book_00151,2023-04-15,20
book_00151,2023-04-16,124
book_00151,2023-04-17,12
book_00151,2023-04-18,22
book_00151,2023-04-19,22
book_00151,2023-04-20,10
book_00151,2023-04-21,16
book_00151,2023-04-22,140
book_00151,2023-04-23,84
book_00151,2023-04-24,36
book_00151,2023-04-25,28
book_00151,2023-04-26,46
book_00151,2023-04-27,18
book_00151,2023-04-28,46
book_00151,2023-04-29,4
book_00151,2023-04-30,72
book_00151,2023-05-01,32
book_00151,2023-05-02,44
book_00151,2023-05-03,92
book_00151,2023-05-04,52
book_00151,2023-05-05,72
book_00151,2023-05-06,6
book_00151,2023-05-07,58
book_00151,2023-05-08,20
book_00151,2023-05-09,10
book_00151,2023-05-10,6
book_00151,2023-05-12,68
book_00151,2023-05-13,60
book_00151,2023-05-14,166
book_00151,2023-05-15,28
book_00151,2023-05-16,22
book_00151,2023-05-17,4
book_00151,2023-05-19,46
book_00151,2023-05-20,32
book_00151,2023-05-21,70
book_00151,2023-05-22,46
book_00151,2023-05-23,24
book_00151,2023-05-24,26
book_00151,2023-05-25,34
book_00151,2023-05-26,28
book_00151,2023-05-27,38
book_00151,2023-05-28,82
book_00151,2023-05-29,24
book_00151,2023-05-30,8
book_00151,2023-05-31,14
book_00151,2023-06-01,14
book_00151,2023-06-03,12
book_00151,2023-06-04,92
book_00151,2023-06-05,18
book_00151,2023-06-06,48
book_00151,2023-06-07,38
book_00151,2023-06-08,28
book_00151,2023-06-09,28
book_00151,2023-06-10,88
book_00151,2023-06-11,86
book_00151,2023-06-12,114
book_00151,2023-06-13,16
book_00151,2023-06-15,74
book_00151,2023-06-16,14
book_00151,2023-06-17,100
book_00151,2023-06-18,4
book_00151,2023-06-19,106
book_00151,2023-06-21,44
book_00151,2023-06-22,6
book_00151,2023-06-23,20
book_00151,2023-06-24,10
book_00151,2023-06-25,56
book_00151,2023-06-26,118
book_00151,2023-06-28,24
book_00151,2023-06-29,32
book_00151,2023-06-30,40
book_00151,2023-07-01,106
book_00151,2023-07-02,40
book_00151,2023-07-03,136
book_00151,2023-07-04,38
book_00151,2023-07-05,10
book_00151,2023-07-07,16
book_00151,2023-07-08,16
book_00151,2023-07-09,114
book_00151,2023-07-10,38
book_00151,2023-07-11,16
book_00151,2023-07-12,6
book_00151,2023-07-13,14
book_00151,2023-07-14,8
book_00151,2023-07-15,26
book_00151,2023-07-16,24
book_00151,2023-07-17,130
book_00151,2023-07-18,40
book_00151,2023-07-19,18
book_00151,2023-07-20,66
book_00151,2023-07-21,4
book_00151,2023-07-22,32
book_00151,2023-07-23,112
book_00151,2023-07-24,10
book_00151,2023-07-25,26
book_00151,2023-07-26,16
book_00151,2023-07-27,6
book_00151,2023-07-28,4
book_00151,2023-07-29,50
book_00151,2023-07-30,104
book_00151,2023-07-31,34
book_00151,2023-08-01,44
book_00151,2023-08-02,4
book_00151,2023-08-03,10
book_00151,2023-08-04,6
book_00151,2023-08-05,24
book_00151,2023-08-06,34
book_00151,2023-08-07,44
book_00151,2023-08-10,38
book_00151,2023-08-11,26
book_00151,2023-08-12,78
book_00151,2023-08-13,54
book_00151,2023-08-14,34
book_00151,2023-08-15,28
book_00151,2023-08-16,22
book_00151,2023-08-17,4
book_00151,2023-08-19,20
book_00151,2023-08-20,94
book_00151,2023-08-21,76
book_00151,2023-08-22,8
book_00151,2023-08-23,28
book_00151,2023-08-24,20
book_00151,2023-08-26,80
book_00151,2023-08-27,62
book_00151,2023-08-28,126
book_00151,2023-08-29,14
book_00151,2023-08-30,6
book_00151,2023-08-31,6
book_00151,2023-09-01,20
book_00151,2023-09-02,12
book_00151,2023-09-03,68
book_00151,2023-09-04,34
book_00151,2023-09-05,56
book_00151,2023-09-06,32
book_00151,2023-09-07,6
book_00151,2023-09-08,18
book_00151,2023-09-09,100
book_00151,2023-09-10,98
book_00151,2023-09-11,212
book_00151,2023-09-12,24
book_00151,2023-09-13,18
book_00151,2023-09-14,60
book_00151,2023-09-15,4
book_00151,2023-09-16,58
book_00151,2023-09-17,102
book_00151,2023-09-18,32
book_00151,2023-09-19,82
book_00151,2023-09-21,22
book_00151,2023-09-22,56
book_00151,2023-09-23,86
book_00151,2023-09-24,182
book_00151,2023-09-25,16
book_00151,2023-09-26,18
book_00151,2023-09-27,34
book_00151,2023-09-28,30
book_00151,2023-09-29,30
book_00151,2023-09-30,54
book_00151,2023-10-01,76
book_00151,2023-10-02,6
book_00151,2023-10-03,18
book_00151,2023-10-04,14
book_00151,2023-10-06,80
book_00151,2023-10-07,30
book_00151,2023-10-08,50
book_00151,2023-10-09,218
book_00151,2023-10-10,36
book_00151,2023-10-11,46
book_00151,2023-10-12,6
book_00151,2023-10-13,46
book_00151,2023-10-14,24
book_00151,2023-10-15,32
book_00151,2023-10-16,92
book_00151,2023-10-17,30
book_00151,2023-10-18,12
book_00151,2023-10-19,2
book_00151,2023-10-20,64
book_00151,2023-10-21,38
book_00151,2023-10-22,104
book_00151,2023-10-23,12
book_00151,2023-10-24,38
book_00151,2023-10-25,16
book_00151,2023-10-26,18
book_00151,2023-10-27,38
book_00151,2023-10-28,6
book_00151,2023-10-29,172
book_00151,2023-10-30,68
book_00151,2023-10-31,14
book_00151,2023-11-02,16
book_00151,2023-11-03,60
book_00151,2023-11-04,100
book_00151,2023-11-05,42
book_00151,2023-11-06,24
book_00151,2023-11-07,2
book_00151,2023-11-08,12
book_00151,2023-11-10,28
book_00151,2023-11-11,28
book_00151,2023-11-12,44
book_00151,2023-11-13,80
book_00151,2023-11-14,34
book_00151,2023-11-15,18
book_00151,2023-11-16,32
book_00151,2023-11-17,8
book_00151,2023-11-18,64
book_00151,2023-11-19,90
book_00151,2023-11-20,12
book_00151,2023-11-21,32
book_00151,2023-11-22,20
book_00151,2023-11-23,20
book_00151,2023-11-24,24
book_00151,2023-11-25,62
book_00151,2023-11-26,108
book_00151,2023-11-27,84
book_00151,2023-11-28,6
book_00151,2023-11-29,12
book_00151,2023-11-30,30
book_00151,2023-12-01,12
book_00151,2023-12-02,28
book_00151,2023-12-03,130
book_00151,2023-12-04,74
book_00151,2023-12-05,10
book_00151,2023-12-06,24
book_00151,2023-12-07,2
book_00151,2023-12-08,80
book_00151,2023-12-09,132
book_00151,2023-12-10,110
book_00151,2023-12-11,30
book_00151,2023-12-12,52
book_00151,2023-12-13,44
book_00151,2023-12-14,6
book_00151,2023-12-15,22
book_00151,2023-12-16,140
book_00151,2023-12-17,178
book_00151,2023-12-18,164
book_00151,2023-12-19,48
book_00151,2023-12-20,12
book_00151,2023-12-21,60
book_00151,2023-12-22,150
book_00151,2023-12-23,138
book_00151,2023-12-24,62
book_00151,2023-12-25,14
book_00151,2023-12-26,60
book_00151,2023-12-27,42
book_00151,2023-12-28,66
book_00151,2023-12-29,140
book_00151,2023-12-30,180
book_00151,2023-12-31,124
book_00151,2024-01-01,34
book_00151,2024-01-02,104
book_00151,2024-01-03,174
book_00151,2024-01-04,90
book_00151,2024-01-05,18
book_00151,2024-01-06,26
book_00151,2024-01-07,134
book_00151,2024-01-08,32
book_00151,2024-01-09,156
book_00151,2024-01-10,76
book_00151,2024-01-11,16
book_00151,2024-01-12,28
book_00151,2024-01-13,90
book_00151,2024-01-14,146
book_00151,2024-01-15,24
book_00151,2024-01-16,28
book_00151,2024-01-17,10
book_00151,2024-01-18,16
book_00151,2024-01-19,18
book_00151,2024-01-20,66
book_00151,2024-01-21,74
book_00151,2024-01-22,42
book_00151,2024-01-23,40
book_00151,2024-01-24,22
book_00151,2024-01-25,66
book_00151,2024-01-26,28
book_00151,2024-01-27,26
book_00151,2024-01-28,150
book_00151,2024-01-29,30
book_00151,2024-01-30,58
book_00151,2024-01-31,32
book_00151,2024-02-01,24
book_00151,2024-02-02,18
book_00151,2024-02-03,38
book_00151,2024-02-04,90
book_00151,2024-02-05,34
book_00151,2024-02-06,28
book_00151,2024-02-07,44
book_00151,2024-02-08,54
book_00151,2024-02-09,48
book_00151,2024-02-10,34
book_00151,2024-02-11,134
book_00151,2024-02-12,16
book_00151,2024-02-13,36
book_00151,2024-02-14,46
book_00151,2024-02-15,14
book_00151,2024-02-16,8
book_00151,2024-02-17,46
book_00151,2024-02-18,88
book_00151,2024-02-19,36
book_00151,2024-02-20,22
book_00151,2024-02-21,16
book_00151,2024-02-22,14
book_00151,2024-02-23,62
book_00151,2024-02-24,36
book_00151,2024-02-25,168
book_00151,2024-02-26,16
book_00151,2024-02-27,52
book_00151,2024-02-28,40
book_00152,2024-01-27,8
book_00152,2024-01-30,8
book_00152,2024-01-31,4
book_00152,2024-02-01,6
book_00152,2024-02-02,4
book_00152,2024-02-03,22
book_00152,2024-02-06,12
book_00152,2024-02-07,62
book_00152,2024-02-08,116
book_00152,2024-02-09,84
book_00152,2024-02-10,164
book_00152,2024-02-13,142
book_00152,2024-02-14,192
book_00152,2024-02-15,130
book_00152,2024-02-16,156
book_00152,2024-02-17,148
book_00152,2024-02-18,92
book_00152,2024-02-20,186
book_00152,2024-02-21,174
book_00152,2024-02-22,188
book_00152,2024-02-23,166
book_00152,2024-02-24,224
book_00152,2024-02-25,90
book_00152,2024-02-27,130
book_00152,2024-02-28,214
book_00153,2023-01-04,44
book_00153,2023-01-05,22
book_00153,2023-01-07,18
book_00153,2023-01-08,10
book_00153,2023-01-09,32
book_00153,2023-01-10,30
book_00153,2023-01-11,30
book_00153,2023-01-12,22
book_00153,2023-01-14,40
book_00153,2023-01-15,22
book_00153,2023-01-16,50
book_00153,2023-01-17,24
book_00153,2023-01-18,18
book_00153,2023-01-19,38
book_00153,2023-01-21,16
book_00153,2023-01-22,40
book_00153,2023-01-23,20
book_00153,2023-01-24,20
book_00153,2023-01-25,40
book_00153,2023-01-26,12
book_00153,2023-01-28,34
book_00153,2023-01-29,42
book_00153,2023-01-30,14
book_00153,2023-01-31,24
book_00153,2023-02-01,30
book_00153,2023-02-02,18
book_00153,2023-02-04,24
book_00153,2023-02-05,60
book_00153,2023-02-06,46
book_00153,2023-02-07,44
book_00153,2023-02-08,14
book_00153,2023-02-09,12
book_00153,2023-02-11,40
book_00153,2023-02-12,22
book_00153,2023-02-13,32
book_00153,2023-02-14,26
book_00153,2023-02-15,22
book_00153,2023-02-16,22
book_00153,2023-02-18,20
book_00153,2023-02-19,30
book_00153,2023-02-20,36
book_00153,2023-02-21,32
book_00153,2023-02-22,20
book_00153,2023-02-23,20
book_00153,2023-02-25,38
book_00153,2023-02-26,38
book_00153,2023-02-27,54
book_00153,2023-02-28,40
book_00153,2023-02-28,12
book_00153,2023-03-01,34
book_00153,2023-03-02,6
book_00153,2023-03-03,40
book_00153,2023-03-04,46
book_00153,2023-03-05,30
book_00153,2023-03-06,26
book_00153,2023-03-07,40
book_00153,2023-03-08,20
book_00153,2023-03-10,8
book_00153,2023-03-11,28
book_00153,2023-03-12,46
book_00153,2023-03-13,38
book_00153,2023-03-14,42
book_00153,2023-03-15,32
book_00153,2023-03-17,16
book_00153,2023-03-18,24
book_00153,2023-03-19,58
book_00153,2023-03-20,44
book_00153,2023-03-21,28
book_00153,2023-03-22,12
book_00153,2023-03-24,26
book_00153,2023-03-25,38
book_00153,2023-03-26,60
book_00153,2023-03-27,8
book_00153,2023-03-28,10
book_00153,2023-03-29,28
book_00153,2023-03-31,36
book_00153,2023-04-01,34
book_00153,2023-04-02,42
book_00153,2023-04-03,28
book_00153,2023-04-04,34
book_00153,2023-04-05,34
book_00153,2023-04-07,18
book_00153,2023-04-08,46
book_00153,2023-04-09,96
book_00153,2023-04-10,60
book_00153,2023-04-11,50
book_00153,2023-04-12,30
book_00153,2023-04-14,32
book_00153,2023-04-15,28
book_00153,2023-04-16,64
book_00153,2023-04-17,52
book_00153,2023-04-18,52
book_00153,2023-04-19,32
book_00153,2023-04-21,52
book_00153,2023-04-22,34
book_00153,2023-04-23,80
book_00153,2023-04-24,64
book_00153,2023-04-25,44
book_00153,2023-04-26,34
book_00153,2023-04-28,50
book_00153,2023-04-29,52
book_00153,2023-04-30,42
book_00153,2023-05-01,76
book_00153,2023-05-02,82
book_00153,2023-05-03,78
book_00153,2023-05-04,82
book_00153,2023-05-05,66
book_00153,2023-05-06,48
book_00153,2023-05-07,78
book_00153,2023-05-08,78
book_00153,2023-05-09,58
book_00153,2023-05-12,50
book_00153,2023-05-13,34
book_00153,2023-05-14,52
book_00153,2023-05-15,76
book_00153,2023-05-16,48
book_00153,2023-05-18,44
book_00153,2023-05-19,28
book_00153,2023-05-20,30
book_00153,2023-05-21,82
book_00153,2023-05-22,36
book_00153,2023-05-23,62
book_00153,2023-05-25,44
book_00153,2023-05-26,42
book_00153,2023-05-27,48
book_00153,2023-05-28,48
book_00153,2023-05-29,62
book_00153,2023-05-30,42
book_00153,2023-06-01,70
book_00153,2023-06-02,36
book_00153,2023-06-03,60
book_00153,2023-06-04,46
book_00153,2023-06-05,76
book_00153,2023-06-06,58
book_00153,2023-06-08,44
book_00153,2023-06-09,56
book_00153,2023-06-10,48
book_00153,2023-06-11,48
book_00153,2023-06-12,78
book_00153,2023-06-13,24
book_00153,2023-06-15,56
book_00153,2023-06-16,60
book_00153,2023-06-17,44
book_00153,2023-06-18,76
book_00153,2023-06-19,64
book_00153,2023-06-20,36
book_00153,2023-06-22,68
book_00153,2023-06-23,42
book_00153,2023-06-24,88
book_00153,2023-06-25,66
book_00153,2023-06-26,62
book_00153,2023-06-27,132
book_00153,2023-06-29,52
book_00153,2023-06-30,40
book_00153,2023-07-01,32
book_00153,2023-07-02,66
book_00153,2023-07-03,44
book_00153,2023-07-04,40
book_00153,2023-07-06,42
book_00153,2023-07-07,32
book_00153,2023-07-08,66
book_00153,2023-07-09,60
book_00153,2023-07-10,74
book_00153,2023-07-11,20
book_00153,2023-07-13,42
book_00153,2023-07-14,34
book_00153,2023-07-15,50
book_00153,2023-07-16,38
book_00153,2023-07-17,56
book_00153,2023-07-18,88
book_00153,2023-07-20,26
book_00153,2023-07-21,44
book_00153,2023-07-23,62
book_00153,2023-07-24,70
book_00153,2023-07-25,50
book_00153,2023-07-27,40
book_00153,2023-07-28,26
book_00153,2023-07-29,38
book_00153,2023-07-30,74
book_00153,2023-07-31,62
book_00153,2023-08-01,38
book_00153,2023-08-03,30
book_00153,2023-08-04,54
book_00153,2023-08-05,72
book_00153,2023-08-06,54
book_00153,2023-08-07,38
book_00153,2023-08-08,48
book_00153,2023-08-10,42
book_00153,2023-08-11,52
book_00153,2023-08-12,34
book_00153,2023-08-13,28
book_00153,2023-08-14,38
book_00153,2023-08-15,48
book_00153,2023-08-17,98
book_00153,2023-08-18,22
book_00153,2023-08-19,62
book_00153,2023-08-20,44
book_00153,2023-08-21,50
book_00153,2023-08-22,40
book_00153,2023-08-24,26
book_00153,2023-08-25,26
book_00153,2023-08-26,70
book_00153,2023-08-27,52
book_00153,2023-08-28,68
book_00153,2023-08-29,32
book_00153,2023-08-31,52
book_00153,2023-09-01,44
book_00153,2023-09-02,68
book_00153,2023-09-03,40
book_00153,2023-09-04,54
book_00153,2023-09-05,48
book_00153,2023-09-07,50
book_00153,2023-09-08,32
book_00153,2023-09-09,48
book_00153,2023-09-10,64
book_00153,2023-09-11,38
book_00153,2023-09-12,36
book_00153,2023-09-14,52
book_00153,2023-09-15,44
book_00153,2023-09-16,42
book_00153,2023-09-17,52
book_00153,2023-09-18,42
book_00153,2023-09-19,60
book_00153,2023-09-21,24
book_00153,2023-09-22,56
book_00153,2023-09-23,40
book_00153,2023-09-24,24
book_00153,2023-09-25,56
book_00153,2023-09-26,30
book_00153,2023-09-28,58
book_00153,2023-09-29,52
book_00153,2023-09-30,46
book_00153,2023-10-01,72
book_00153,2023-10-02,90
book_00153,2023-10-03,14
book_00153,2023-10-05,38
book_00153,2023-10-06,28
book_00153,2023-10-07,36
book_00153,2023-10-08,50
book_00153,2023-10-09,64
book_00153,2023-10-10,56
book_00153,2023-10-12,34
book_00153,2023-10-13,54
book_00153,2023-10-14,26
book_00153,2023-10-15,50
book_00153,2023-10-16,58
book_00153,2023-10-17,52
book_00153,2023-10-19,40
book_00153,2023-10-20,32
book_00153,2023-10-21,22
book_00153,2023-10-22,42
book_00153,2023-10-23,46
book_00153,2023-10-24,42
book_00153,2023-10-26,40
book_00153,2023-10-27,30
book_00153,2023-10-28,60
book_00153,2023-10-29,38
book_00153,2023-10-30,62
book_00153,2023-10-31,42
book_00153,2023-11-02,44
book_00153,2023-11-03,30
book_00153,2023-11-04,26
book_00153,2023-11-05,38
book_00153,2023-11-06,76
book_00153,2023-11-07,22
book_00153,2023-11-09,12
book_00153,2023-11-10,20
book_00153,2023-11-11,38
book_00153,2023-11-12,62
book_00153,2023-11-13,44
book_00153,2023-11-14,28
book_00153,2023-11-16,44
book_00153,2023-11-17,20
book_00153,2023-11-18,52
book_00153,2023-11-19,68
book_00153,2023-11-20,56
book_00153,2023-11-21,22
book_00153,2023-11-23,48
book_00153,2023-11-24,28
book_00153,2023-11-25,52
book_00153,2023-11-26,36
book_00153,2023-11-27,32
book_00153,2023-11-28,26
book_00153,2023-11-30,12
book_00153,2023-12-01,18
book_00153,2023-12-02,36
book_00153,2023-12-03,48
book_00153,2023-12-04,64
book_00153,2023-12-05,36
book_00153,2023-12-07,30
book_00153,2023-12-08,38
book_00153,2023-12-09,50
book_00153,2023-12-10,50
book_00153,2023-12-11,58
book_00153,2023-12-12,48
book_00153,2023-12-14,14
book_00153,2023-12-15,50
book_00153,2023-12-16,48
book_00153,2023-12-17,82
book_00153,2023-12-18,66
book_00153,2023-12-19,34
book_00153,2023-12-20,40
book_00153,2023-12-21,40
book_00153,2023-12-22,40
book_00153,2023-12-23,56
book_00153,2023-12-24,44
book_00153,2023-12-25,72
book_00153,2023-12-26,36
book_00153,2023-12-27,58
book_00153,2023-12-28,68
book_00153,2023-12-29,54
book_00153,2024-01-04,28
book_00153,2024-01-05,38
book_00153,2024-01-06,34
book_00153,2024-01-07,38
book_00153,2024-01-08,62
book_00153,2024-01-09,50
book_00153,2024-01-11,28
book_00153,2024-01-12,34
book_00153,2024-01-13,68
book_00153,2024-01-14,72
book_00153,2024-01-15,46
book_00153,2024-01-16,18
book_00153,2024-01-18,20
book_00153,2024-01-19,38
book_00153,2024-01-20,28
book_00153,2024-01-21,40
book_00153,2024-01-22,42
book_00153,2024-01-23,28
book_00153,2024-01-25,66
book_00153,2024-01-26,42
book_00153,2024-01-27,46
book_00153,2024-01-28,40
book_00153,2024-01-29,62
book_00153,2024-01-30,24
book_00153,2024-01-31,6
book_00153,2024-02-01,30
book_00153,2024-02-02,24
book_00153,2024-02-03,62
book_00153,2024-02-04,68
book_00153,2024-02-05,52
book_00153,2024-02-06,28
book_00153,2024-02-08,46
book_00153,2024-02-09,12
book_00153,2024-02-10,56
book_00153,2024-02-11,54
book_00153,2024-02-12,40
book_00153,2024-02-13,32
book_00153,2024-02-15,48
book_00153,2024-02-16,24
book_00153,2024-02-17,38
book_00153,2024-02-18,46
book_00153,2024-02-19,34
book_00153,2024-02-20,32
book_00153,2024-02-22,56
book_00153,2024-02-23,38
book_00153,2024-02-24,34
book_00153,2024-02-25,52
book_00153,2024-02-26,18
book_00153,2024-02-27,22
book_00154,2023-07-01,34
book_00154,2023-07-02,40
book_00154,2023-07-04,18
book_00154,2023-07-05,60
book_00154,2023-07-06,42
book_00154,2023-07-07,40
book_00154,2023-07-08,52
book_00154,2023-07-09,24
book_00154,2023-07-11,26
book_00154,2023-07-12,36
book_00154,2023-07-13,26
book_00154,2023-07-14,38
book_00154,2023-07-15,44
book_00154,2023-07-16,42
book_00154,2023-07-17,40
book_00154,2023-07-19,38
book_00154,2023-07-20,32
book_00154,2023-07-21,42
book_00154,2023-07-22,38
book_00154,2023-07-23,4
book_00154,2023-07-25,42
book_00154,2023-07-26,24
book_00154,2023-07-27,30
book_00154,2023-07-28,76
book_00154,2023-07-29,20
book_00154,2023-07-30,18
book_00154,2023-07-31,12
book_00154,2023-08-01,34
book_00154,2023-08-02,10
book_00154,2023-08-03,40
book_00154,2023-08-04,38
book_00154,2023-08-05,22
book_00154,2023-08-06,22
book_00154,2023-08-07,42
book_00154,2023-08-09,12
book_00154,2023-08-10,36
book_00154,2023-08-11,32
book_00154,2023-08-12,34
book_00154,2023-08-13,36
book_00154,2023-08-14,26
book_00154,2023-08-15,34
book_00154,2023-08-16,20
book_00154,2023-08-17,12
book_00154,2023-08-18,20
book_00154,2023-08-19,42
book_00154,2023-08-20,36
book_00154,2023-08-21,28
book_00154,2023-08-22,16
book_00154,2023-08-23,32
book_00154,2023-08-24,16
book_00154,2023-08-25,30
book_00154,2023-08-26,38
book_00154,2023-08-27,36
